institute,record_id,gender,country_origin,citizenship,months_postdoc,job_sector,job_type,specifics,job_country,job_state,degree,degree_field,degree_cip,years
NIEHS,893,Male,United States,US,94.5,Academic institution,Non-tenure track faculty,Technical/customer support,United States,North Carolina,PhD,Cell & Molecular Biology,Biochemistry/Cellular Biology/Molecular Biology,2015-2019
NIEHS,905,Male,United States,US,34.5,Academic institution,Non-tenure track faculty,Primarily basic research,United States,North Carolina,PhD,Immunology,Microbiology/Immunology,2015-2019
NIEHS,1073,Male,United States,US,23.9,Academic institution,Non-tenure track faculty,Technical/customer support,United States,North Carolina,PhD,Biochemistry & Biophysics,Biochemistry/Cellular Biology/Molecular Biology,2015-2019
NIEHS,611,Male,United States,US,46.6,Academic institution,Non-tenure track faculty,Primarily clinical practice,United States,Ohio,PhD,Cell Biology,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,474,Male,United States,US,9.9,Academic institution,Non-tenure track faculty,Primarily teaching,United States,Tennessee,PhD,Unknown,Unknown,2000-2004
NIEHS,101,Male,United States,US,14.3,Academic institution,Non-tenure track faculty,Primarily basic research,United States,Texas,PhD,Cellular and Structural Biology,Biochemistry/Cellular Biology/Molecular Biology,2005-2009
NIEHS,165,Female,Belgium,International,28.9,Academic institution,Professional staff,Primarily basic research,Belgium,Brussels,PhD,Unknown,Unknown,2000-2004
NIEHS,322,Female,Taiwan,International,20.4,Academic institution,Professional staff,Primarily basic research,Canada,Montreal,PhD,Unknown,Unknown,2000-2004
NIEHS,780,Female,China,International,32.9,Academic institution,Professional staff,Primarily applied research,China,Beijing,PhD,Unknown,Unknown,2010-2014
NIEHS,222,Female,Japan,International,16.8,Academic institution,Professional staff,Primarily basic research,Japan,Chiba,PhD,Pathology,Medicine/Veterinary Medicine/Pathology,2005-2009
NIEHS,38,Female,Poland,International,41.6,Academic institution,Professional staff,Primarily basic research,Poland,Warsaw,PhD,Unknown,Unknown,2000-2004
NIEHS,201,Female,Poland,International,35.9,Academic institution,Professional staff,Primarily basic research,Poland,Warsaw,PhD,Unknown,Unknown,2000-2004
NIEHS,321,Female,Slovak Republic,International,22,Academic institution,Professional staff,Primarily basic research,Slovak Republic,Bratislava,PhD,Oncology,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,689,Female,South Korea,International,49.9,Academic institution,Professional staff,Primarily applied research,South Korea,Gangneung,PhD,Unknown,Unknown,2010-2014
NIEHS,762,Female,Sweden,International,11,Academic institution,Professional staff,Primarily clinical practice,Sweden,Stockholm,PhD,Developmental Biology and Physiology,General Biology/Biomedical Science,2000-2004
NIEHS,958,Female,Sweden,International,55,Academic institution,Professional staff,Primarily clinical research,Sweden,Umeå,PhD,Unknown,Unknown,2015-2019
NIEHS,858,Female,China,International,23,Academic institution,Professional staff,Primarily basic research,United States,Arizona,PhD,Unknown,Unknown,2000-2004
NIEHS,824,Female,China,International,21.3,Academic institution,Professional staff,Primarily basic research,United States,California,PhD,Unknown,Unknown,2000-2004
NIEHS,1061,Female,South Korea,International,18,Academic institution,Professional staff,Computation/Informatics,United States,California,PhD,Electrical Engineering,Electrical and Computer Engineering,2015-2019
NIEHS,202,Female,Iran,International,35.5,Academic institution,Professional staff,Primarily applied research,United States,District of Columbia,PhD,Unknown,Unknown,2005-2009
NIEHS,385,Female,Ireland,International,41.7,Academic institution,Professional staff,Regulatory affairs,United States,North Carolina,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,431,Female,China,International,22.5,Academic institution,Professional staff,Primarily basic research,United States,North Carolina,MD,Medicine,Medicine/Veterinary Medicine/Pathology,2000-2004
NIEHS,598,Female,China,International,36.8,Academic institution,Professional staff,Primarily basic research,United States,North Carolina,PhD,Unknown,Unknown,2000-2004
NIEHS,892,Female,Japan,International,79,Academic institution,Professional staff,Technical/customer support,United States,North Carolina,PhD,Unknown,Unknown,2015-2019
NIEHS,853,Female,Malaysia,International,28.3,Academic institution,Professional staff,Science writing or communications,United States,Tennessee,PhD,Molecular Biology,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,328,Female,Japan,International,26.4,Academic institution,Professional staff,Primarily basic research,United States,Wisconsin,PhD,Nutritional and Environmental Sciences,Environmental Science,2000-2004
NIEHS,961,Male,Japan,International,21.4,Academic institution,Professional staff,Primarily applied research,Japan,Miyazaki,PhD,Agricultural chemistry,Chemistry,2015-2019
NIEHS,401,Male,Russia,International,32.4,Academic institution,Professional staff,Primarily basic research,United States,California,PhD,Molecular and Cellular Biology,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,823,Male,China,International,26.3,Academic institution,Professional staff,Primarily clinical research,United States,California,PhD,Unknown,Unknown,2005-2009
NIEHS,668,Male,Russia,International,41.3,Academic institution,Professional staff,Additional postdoctoral training,United States,Illinois,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,894,Male,South Korea,International,10.1,Academic institution,Professional staff,Primarily clinical research,United States,Illinois,PhD,Unknown,Unknown,2015-2019
NIEHS,737,Male,China,International,21.2,Academic institution,Professional staff,Primarily basic research,United States,Kentucky,PhD,Cell & Molecular Biology,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,183,Male,Canada,International,39,Academic institution,Professional staff,Technical/customer support,United States,Massachusetts,PhD,Unknown,Unknown,2010-2014
NIEHS,346,Male,South Korea,International,59.9,Academic institution,Professional staff,Primarily basic research,United States,North Carolina,PhD,Molecular biology and cell biology,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,796,Male,China,International,23.9,Academic institution,Professional staff,Primarily basic research,United States,North Carolina,MD;PhD,cardiovascular researach,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,936,Male,India,International,43.2,Academic institution,Professional staff,Primarily basic research,United States,North Carolina,PhD,Cell/Cellular and Molecular Biology,Biochemistry/Cellular Biology/Molecular Biology,2015-2019
NIEHS,690,Male,China,International,11.1,Academic institution,Professional staff,Primarily basic research,United States,Oregon,MD;PhD,Pharmacology and Toxicology,Pharmacology/Toxicology,2000-2004
NIEHS,779,Male,China,International,60,Academic institution,Professional staff,Primarily basic research,United States,Tennessee,PhD,Microbiology,Microbiology/Immunology,2010-2014
NIEHS,389,Female,United States,US,9.3,Academic institution,Professional staff,Primarily clinical practice,United States,California,MD,Medicine,Medicine/Veterinary Medicine/Pathology,2010-2014
NIEHS,718,Female,United States,US,12.8,Academic institution,Professional staff,Consulting,United States,California,PhD,Biomedical Sciences,General Biology/Biomedical Science,2000-2004
NIEHS,724,Female,United States,US,36,Academic institution,Professional staff,Other,United States,District of Columbia,PhD,Applied Mathematics,Mathematics/Computer Science/Physics,2000-2004
NIEHS,804,Female,United States,US,8.3,Academic institution,Professional staff,Science administration/project management,United States,District of Columbia,PhD,Applied Mathematics,Mathematics/Computer Science/Physics,2000-2004
NIEHS,700,Female,United States,US,58,Academic institution,Professional staff,Science administration/project management,United States,Georgia,PhD,Genetics & Molecular Biology,Genetics/Genomics,2010-2014
NIEHS,797,Female,United States,US,60,Academic institution,Professional staff,Other,United States,Minnesota,PhD,Chemistry,Chemistry,2010-2014
NIEHS,24,Female,United States,US,23.4,Academic institution,Professional staff,Primarily teaching,United States,North Carolina,PhD,Cell Physiology,Biochemistry/Cellular Biology/Molecular Biology,2005-2009
NIEHS,135,Female,United States,US,7.5,Academic institution,Professional staff,Other,United States,North Carolina,PhD,Unknown,Unknown,2005-2009
NIEHS,169,Female,United States,US,33.2,Academic institution,Professional staff,Primarily applied research,United States,North Carolina,PhD,Epidemiology,Epidemiology,2005-2009
NIEHS,239,Female,United States,US,60,Academic institution,Professional staff,Computation/informatics,United States,North Carolina,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,323,Female,United States,US,44.3,Academic institution,Professional staff,Primarily clinical practice,United States,North Carolina,PhD,Biological Chemistry,Biochemistry/Cellular Biology/Molecular Biology,2005-2009
NIEHS,539,Female,United States,US,49.3,Academic institution,Professional staff,Regulatory affairs,United States,North Carolina,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,581,Female,United States,US,36,Academic institution,Professional staff,Science writing or communications,United States,North Carolina,PhD,Microbiology & Immunology,Microbiology/Immunology,2010-2014
NIEHS,656,Female,United States,US,47.6,Academic institution,Professional staff,Primarily applied research,United States,North Carolina,PhD,Chemistry,Chemistry,2010-2014
NIEHS,719,Female,United States,US,15,Academic institution,Professional staff,Primarily basic research,United States,North Carolina,PhD,Unknown,Unknown,2000-2004
NIEHS,729,Female,United States,US,25.4,Academic institution,Professional staff,Science administration/project management,United States,North Carolina,PhD,Genetics,Genetics/Genomics,2005-2009
NIEHS,749,Female,United States,US,59.7,Academic institution,Professional staff,Other [Veterinary Practice],United States,North Carolina,DVM,Veterinary Medicine,Medicine/Veterinary Medicine/Pathology,2010-2014
NIEHS,861,Female,United States,US,39.1,Academic institution,Professional staff,Consulting,United States,North Carolina,DVM,Veterinary Medicine,Medicine/Veterinary Medicine/Pathology,2010-2014
NIEHS,926,Female,United States,US,29.5,Academic institution,Professional staff,Primarily basic research,United States,North Carolina,PhD,Genetics and Molecular Biology,Genetics/Genomics,2015-2019
NIEHS,964,Female,United States,US,62,Academic institution,Professional staff,Grants management,United States,North Carolina,PhD,Neurobiology,Neurobiology/Neuroscience,2015-2019
NIEHS,1090,Female,United States,US,53.1,Academic institution,Professional staff,Primarily applied research,United States,North Carolina,PhD,Epidemiology,Epidemiology,2015-2019
NIEHS,531,Female,United States,US,18,Academic institution,Professional staff,Primarily basic research,United States,North Dakota,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,479,Female,United States,US,69.6,Academic institution,Professional staff,Primarily applied research,United States,Ohio,PhD,Toxicology,Pharmacology/Toxicology,2005-2009
NIEHS,809,Female,United States,US,35.8,Academic institution,Professional staff,Science administration/project management,United States,South Carolina,PhD,Biochemistry and Molecular Genetics,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,867,Male,United States,US,86.7,Academic institution,Professional staff,Primarily basic research,China,Nanjing,PhD,Unknown,Unknown,2010-2014
NIEHS,587,Male,United States,US,15.7,Academic institution,Professional staff,Computation/informatics,United States,Georgia,PhD,Molecular Physiology and Biophysics,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,488,Male,United States,US,16,Academic institution,Professional staff,Primarily clinical practice,United States,Minnesota,PhD,Toxicology,Pharmacology/Toxicology,2010-2014
NIEHS,748,Male,United States,US,38.1,Academic institution,Professional staff,Primarily clinical research,United States,New York,MD;PhD,Neuroscience,Neurobiology/Neuroscience,2005-2009
NIEHS,65,Male,United States,US,14.1,Academic institution,Professional staff,Science administration/project management,United States,North Carolina,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2005-2009
